date,BTC_price_usd,ETH_price_usd
2022-08-20,21166.06,1577.0
2022-08-21,21534.12,1619.32
2022-08-22,21398.91,1622.51
2022-08-23,21528.09,1662.77
2022-08-24,21395.02,1657.06
2022-08-25,21600.9,1696.46
2022-08-26,20260.02,1507.78
2022-08-27,20041.74,1491.4
2022-08-28,19616.81,1430.55
2022-08-29,20297.99,1553.04
2022-08-30,19796.81,1523.84
2022-08-31,20049.76,1553.68
2022-09-01,20127.14,1586.18
2022-09-02,19969.77,1577.22
2022-09-03,19832.09,1556.87
2022-09-04,19986.71,1577.64
2022-09-05,19812.37,1617.18
2022-09-06,18837.67,1561.75
2022-09-07,19290.32,1629.91
2022-09-08,19329.83,1635.35
2022-09-09,21381.15,1719.09
2022-09-10,21680.54,1776.2
2022-09-11,21769.26,1761.8
2022-09-12,22370.45,1713.77
2022-09-13,20296.71,1580.79
2022-09-14,20241.09,1634.76
2022-09-15,19701.21,1471.69
2022-09-16,19772.58,1432.45
2022-09-17,20127.58,1469.74
2022-09-18,19419.51,1335.33
2022-09-19,19544.13,1377.54
2022-09-20,18890.79,1324.39
2022-09-21,18547.4,1252.61
2022-09-22,19413.55,1327.68
2022-09-23,19297.64,1328.26
2022-09-24,18937.01,1317.99
2022-09-25,18802.1,1294.22
2022-09-26,19222.67,1335.32
2022-09-27,19110.55,1330.13
2022-09-28,19426.72,1337.41
2022-09-29,19573.05,1335.65
